Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT083392,,,2022-05-29T00:00:00Z,PREDICT_NPAH0443,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),387,GenBank,partial,,,,Nepal,Nepal,,Homo sapiens,oronasopharynx,2017/1/23,,"Human coronavirus 229E clone 5841 RNA-dependent RNA polymerase gene, partial cds"
MT083435,,,2022-05-29T00:00:00Z,PREDICT_NPAH0387,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),387,GenBank,partial,,,,Nepal,Nepal,,Homo sapiens,oronasopharynx,2017/1/21,,"Human coronavirus 229E clone 8417 RNA-dependent RNA polymerase gene, partial cds"
MT125487,,,2022-05-29T00:00:00Z,10033,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),394,GenBank,partial,,,,Guinea,Guinea,,Hipposideros ruber,oronasopharynx,2018/1/24,,"Human coronavirus 229E clone 10033 RNA-dependent RNA polymerase gene, partial cds"
MT125561,,,2022-05-29T00:00:00Z,10196,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),394,GenBank,partial,,,,Sierra Leone,Sierra Leone,,Hipposideros,feces,2016/11/16,,"Human coronavirus 229E clone 10196 RNA-dependent RNA polymerase gene, partial cds"
MT221710,,,2022-05-29T00:00:00Z,PREDICT_CMAB71535,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),387,GenBank,partial,,,,Cameroon,Cameroon,,Hipposideros,feces,2016/5/31,,"Human coronavirus 229E clone 4674 RNA-dependent RNA polymerase gene, partial cds"
MT832140,,,2022-05-29T00:00:00Z,PMH01519,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),387,GenBank,partial,,,,Malaysia,Malaysia,,Homo sapiens,oronasopharynx,2018,,"Human coronavirus 229E clone 595967 RNA-dependent RNA polymerase gene, partial cds"
MZ712010,,"Choi,S., Kim,K.W., Ku,K.B., Kim,S.J., Park,C., Park,D., Kim,S., Yi,H.",2022-05-01T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27254,GenBank,partial,,,1,South Korea,South Korea,,Homo sapiens,,2017/6/1,,"Human coronavirus 229E strain KBPV-VR-9, partial genome"
OK662398,,"Kolehmainen,P., Jalkanen,P., Heroum,J., Huttunen,M., Toivonen,L., Smura,T., Kakkola,L., Tauriainen,S., Peltola,V., Julkunen,I.",2022-04-25T00:00:00Z,TKU-2021b,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27317,GenBank,complete,229E,,,Finland,Finland,,Homo sapiens,,2021,,"Human coronavirus 229E strain TKU-2021B, complete genome"
MH828489,,"Lu,L., Robertson,G., Ashworth,J., Pham Hong,A., Shi,T., Ivens,A., Thwaites,G., Baker,S., Woolhouse,M.",2022-04-16T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27242,GenBank,partial,,,1,Viet Nam,Viet Nam,,Homo sapiens,,2013/10/22,,"Human coronavirus 229E strain vzcorona-a3 nonfunctional replicase polyprotein 1ab gene, complete sequence"
LC543620,,"Wang,H.C.Wu.C.J., Wang,H., Wu,C.J.",2022-04-02T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1041,GenBank,partial,,,,Taiwan,Taiwan,,Homo sapiens,,2013/5/16,,"Human coronavirus 229E N gene for nucleocapsid protein, partial cds"
LC543621,,"Wang,H.C.Wu.C.J., Wang,H., Wu,C.J.",2022-04-02T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1113,GenBank,partial,,,,Taiwan,Taiwan,,Homo sapiens,,2013/5/30,,"Human coronavirus 229E N gene for nucleocapsid protein, partial cds"
LC543622,,"Wang,H.C.Wu.C.J., Wang,H., Wu,C.J.",2022-04-02T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1905,GenBank,partial,,,,Taiwan,Taiwan,,Homo sapiens,,2013/5/16,,"Human coronavirus 229E TW-ER207-2013 S and ORF4 genes, partial sequence"
MW587035,,"Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C., Zhang,Y.-Z.",2022-01-20T00:00:00Z,S0677SP,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27174,GenBank,partial,,,,China,China,,Homo sapiens,,2017/12/1,,"Human coronavirus 229E isolate S0677SP ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1a), surface glycoprotein (S), ORF4 protein (ORF4), envelope protein (E), membrane protein (M), and nucleocapsid protein (N) genes, complete cds"
MW587036,,"Shi,M., Zhao,S., Yu,B., Wu,W.-C., Hu,Y., Tian,J.-H., Yin,W., Ni,F., Hu,H.-L., Geng,S., Tan,L., Peng,Y., Wu,F., Song,Z.-G., Chen,Y.-M., Wang,W., Holmes,E.C., Zhang,Y.-Z.",2022-01-20T00:00:00Z,S1004CFR,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27128,GenBank,partial,,,,China,China,,Homo sapiens,,2017/12/1,,"Human coronavirus 229E isolate S1004CFR ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1a), surface glycoprotein (S), ORF4 protein (ORF4), envelope protein (E), membrane protein (M), and nucleocapsid protein (N) genes, complete cds"
MW202340,SRR12893434,"Rajagopala,S., Bakhoum,N., Pakala,S., Shilts,M., Rosas-Salazar,C., Mai,A., Boone,H., McHenry,R., Yooseph,S., Halasa,N., Das,S., Rajagopala,S.V., Bakhoum,N.G., Pakala,S.B., Shilts,M.H., Das,S.R.",2021-10-30T00:00:00Z,229E_S220,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27230,GenBank,complete,,,,USA,USA,,Homo sapiens,,2018,SAMN16547779,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: 229E_S220"
LC654445,,"Shirato,K., Kakizaki,M., Tomita,Y., Kawase,M., Takeda,M., Okura,T., Sugimoto,S., Matsuyama,S., Tanaka,T., Kume,Y., Chishiki,M., Ono,T., Moriishi,K., Sonoyama,M., Hosoya,M., Hashimoto,K., Maenaka,K., Suwa,R., Norito,S., Sato,M., Sakuma,H., Suzuki,S.",2021-10-21T00:00:00Z,Fukushima_H829_2020,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27263,GenBank,complete,,,2,Japan: Fukushima,Japan,,Homo sapiens,,2020,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: Fukushima_H829_2020"
LC654446,,"Shirato,K., Kakizaki,M., Tomita,Y., Kawase,M., Takeda,M., Kume,Y., Suwa,R., Ono,T., Chishiki,M., Norito,S., Sato,M., Sakuma,H., Suzuki,S., Hosoya,M., Hashimoto,K.",2021-10-21T00:00:00Z,Fukushima_H832_2020,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27267,GenBank,complete,,,1,Japan: Fukushima,Japan,,Homo sapiens,,2020,,"Human coronavirus 229E S gene for spike protein, complete cds, isolate: Fukushima_H832_2020"
MT492212,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2018,,"Human coronavirus 229E strain COV229E/jiangxi2775/2018 nucleocapsid protein (N) gene, partial cds"
MT492213,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2018,,"Human coronavirus 229E strain COV229E/jiangxi2716/2018 nucleocapsid protein (N) gene, partial cds"
MT492214,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2017,,"Human coronavirus 229E strain COV229E/jiangxi2667/2017 nucleocapsid protein (N) gene, partial cds"
MT492215,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2014,,"Human coronavirus 229E strain COV229E/jiangxi1884/2014 nucleocapsid protein (N) gene, partial cds"
MT492216,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2013,,"Human coronavirus 229E strain COV229E/jiangxi1761-1/2013 nucleocapsid protein (N) gene, partial cds"
MT492217,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2013,,"Human coronavirus 229E strain COV229E/jiangxi1759-2/2013 nucleocapsid protein (N) gene, partial cds"
MT492218,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2013,,"Human coronavirus 229E strain COV229E/jiangxi1759-1/2013 nucleocapsid protein (N) gene, partial cds"
MT492219,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2012,,"Human coronavirus 229E strain COV229E/jiangxi1138/2012 nucleocapsid protein (N) gene, partial cds"
MT492220,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2011,,"Human coronavirus 229E strain COV229E/jiangxi1086/2011 nucleocapsid protein (N) gene, partial cds"
MT492221,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2013,,"Human coronavirus 229E strain COV229E/jiangxi1168-2/2012 nucleocapsid protein (N) gene, partial cds"
MT492222,,"Xu,G., Li,J., Xiong,Y., Gong,T., Shi,Y., Zhou,J., Xiao,F., Zhang,Y., Liu,S., Liu,X.",2021-07-07T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),546,GenBank,partial,,,,China: Jiangxi,China,,Homo sapiens,,2011,,"Human coronavirus 229E strain COV229E/jiangxi1090-2/2011 nucleocapsid protein (N) gene, partial cds"
MW532103,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Zhao,J.",2021-02-15T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27161,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2017/5/2,,"Human coronavirus 229E strain 229E/China/03/2017, complete genome"
MW532104,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Zhao,J.",2021-02-15T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27234,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2017/8/2,,"Human coronavirus 229E strain 229E/China/04/2017, complete genome"
MW532105,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Zhao,J.",2021-02-15T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27237,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2017/9/6,,"Human coronavirus 229E strain 229E/China/05/2017, complete genome"
MW532106,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Zhao,J.",2021-02-15T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27167,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2009/6/9,,"Human coronavirus 229E strain 229E/China/01/2009, complete genome"
MW532107,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Zhao,J.",2021-02-15T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27237,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2009/4/15,,"Human coronavirus 229E strain 229E/China/02/2009, complete genome"
MT118677,,"Addetia,A., Greninger,A.L.",2021-02-03T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27241,GenBank,partial,,,,USA,USA,,Homo sapiens,,2018,,"Human coronavirus 229E strain 2018_9879, partial genome"
MT797634,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK20-42,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),27261,GenBank,complete,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2020/1/1,,"Human coronavirus 229E isolate HK20-42, complete genome"
MT797635,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK04-01,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2004/4/1,,"Human coronavirus 229E isolate HK04-01 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797636,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK04-02,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2004/6/1,,"Human coronavirus 229E isolate HK04-02 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797637,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-03,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/2/1,,"Human coronavirus 229E isolate HK05-03 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797638,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-04,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/3/1,,"Human coronavirus 229E isolate HK05-04 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797639,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-05,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/4/1,,"Human coronavirus 229E isolate HK05-05 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797640,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-06,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/10/1,,"Human coronavirus 229E isolate HK05-06 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797641,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-07,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-07 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797642,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-08,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-08 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797643,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-09,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-09 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797644,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-10,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/11/1,,"Human coronavirus 229E isolate HK05-10 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797645,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-11,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-11 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797646,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-12,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-12 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797647,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-13,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-13 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797648,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-14,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-14 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797649,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-15,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-15 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797650,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-16,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-16 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797651,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-17,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-17 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797652,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-18,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-18 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
MT797653,,"Lau,S.K.P., Lung,D.C., Wong,E.Y.M., Aw-Yong,K.L., Wong,A.C.P., Luk,H.K.H., Li,K.S.M., Fung,J., Chan,T.T.Y., Tang,J.Y.M., Zhu,L., Yip,C.C.Y., Wong,S.C.Y., Lee,R.A., Tsang,O.T.Y., Yuen,K.-Y., Woo,P.C.Y.",2021-02-02T00:00:00Z,HK05-19,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),2780,GenBank,partial,,,,Hong Kong,Hong Kong,,Homo sapiens,oronasopharynx,2005/12/1,,"Human coronavirus 229E isolate HK05-19 RNA-dependent RNA polymerase (RdRp) gene, partial cds"
